FacilityID;NationalID;FacilityName;StreetName;BuildingNumber;PostalCode;City;CountryName;Lat;Long;CompetentAuthorityName;MainIAActivityCode;MainIASectorName;MainIAActivityName;MainIASubActivityName;MainActivityIndicator;ReportingYear;PollutantName;PollutantGroupName;TotalQuantity [kg/year];ReleaseMediumName
45684;06-09-100-0135-0001;Zweckverband Müllverwertungsanlage Ingolstadt;AM MAILINGER BACH;141;85055;INGOLSTADT;Germany;48.76434856;11.4929663;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;227000000;Air
157785;03-04-04000025140;Klingele Papierwerke GmbH & Co. KG Papierfabrik Weener;Industriestr.;46;26826;Weener;Germany;53.18065016;7.356391449;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;221000000;Air
44576;06-05-900-0045033;Mark-E Aktiengesellschaft;Auf der Mark;1;58791;Werdohl;Germany;51.27541706;7.704583308;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;220000000;Air
45034;06-83300010631;ZKW Otterbein Zementwerk;Georg-Otterbein-Straße;123;36137;Großenlüder;Germany;50.58452444;9.509518927;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;219000000;Air
44270;06-05-500-0221194;Stadtwerke Münster GmbH;Am Mittelhafen;11;48155;Münster;Germany;51.95026038;7.640510491;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;217000000;Air
43895;06-05-100-0501870;Kreis Weseler Abfallgesellschaft mbH & Co. KG Abfallentsorgungszentrum Asdonkshof;Graftstr.;25;47475;Kamp-Lintfort;Germany;51.51888436;6.576413074;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;216000000;Air
43233;06-02-B28903H003;ADM Hamburg Aktiengesellschaft Werk Hamburg;Nippoldstraße;117;21107;Hamburg;Germany;53.51869443;9.952921273;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;215000000;Air
46424;13-30-2102110;Stadtwerke Rostock AG;Schmarler Damm;5;18069;Rostock;Germany;54.12777665;12.08383012;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;213000000;Air
71806;06-90032200632;Werk Werra Standort Wintershall;In der Aue;1;36262;Heringen (Werra);Germany;50.8935888;9.995858609;Umweltbundesamt;3.(a);Mineral industry;Underground mining and related operations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;210000000;Air
45836;06-09-275-0029-0001;Rottwerk Pocking;Wöhlerstraße;30;94060;Pocking;Germany;48.4187226;13.33021656;Umweltbundesamt;2.(e);Productiona and processing of metals;Installations:;- For the production of non-ferrous crude metals from ore, concentrates or secondary raw materials by metallurgical, chemical or electrolytic processes;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;209000000;Air
74252;06-09-100-8015-0001;Biomasseheizkraftwerk Zolling GmbH;Leininger Straße;1;85406;Zolling;Germany;48.45619096;11.79992545;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;206000000;Air
46000;06-09-600-0025-0001;Heizkraftwerk an der Friedensbrücke;Veitshöchheimer Str.;1;97080;Würzburg;Germany;49.79992763;9.923245388;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;204000000;Air
44138;06-05-300-1114955;Kronos Titan GmbH;Titanstr.;-;51371;Leverkusen;Germany;51.0131869;6.986876403;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;202000000;Air
74758;14-80-56918040000;Stora Enso Sachsen GmbH;Am Schanzberg;1;4838;Eilenburg;Germany;51.46461931;12.59134178;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;201000000;Air
44987;06-26200010633;HKW Baunatal;Dr. Rudolf-Leiding-Platz;1;34225;Baunatal;Germany;51.25261463;9.437225816;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;199000000;Air
44799;06-05-900-9139128;Biomassekraftwerk Lünen GmbH;Josef-Rethmann-Straße;4;44536;Lünen;Germany;51.62193392;7.469104053;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;198000000;Air
45377;06-08-34044741;BEB Bioenergie Baden GmbH;Bremenwörtstr.;5;77694;Kehl;Germany;48.58293049;7.819915173;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;197000000;Air
43971;06-05-100-9021122;LANXESS Deutschland GmbH CHEMPARK Krefeld-Uerdingen;Rheinuferstraße;07. Sep;47829;Krefeld;Germany;51.36819042;6.662384532;Umweltbundesamt;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;- Non-metals, metal oxides or other inorganic compounds;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;196000000;Air
45720;06-09-171-0002--C01;InfraServ GmbH & Co. Gendorf KG;Industrieparkstraße;1;84508;Burgkirchen a.d.Alz;Germany;48.18308394;12.73009346;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;195000000;Air
43104;01-10-51011005501;Sasol Germany GmbH;Fritz-Staiger-Str.;15;25541;Brunsbüttel;Germany;53.9128775;9.157962898;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;195000000;Air
46989;18045;FELS-WERKE Kalkwerk Hornberg;Hornberg;1;38875;Oberharz am Brocken;Germany;51.75999765;10.76390404;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;192000000;Air
44645;06-05-900-0125939;Mark-E Aktiengesellschaft Cuno Heizkraftwerk;Wetterstr.;111;58313;Herdecke;Germany;51.40154972;7.408529953;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;192000000;Air
44974;06-14600010611;Städtische Werke, Kraftwerk Kassel;Dennhäuser Straße;122;34134;Kassel, Stadt;Germany;51.27928394;9.483330369;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;190000000;Air
44854;06-00004310411;ENTEGA AG (HSE);Otto-Röhm-Straße;19-25;64293;Darmstadt, Stadt;Germany;49.88413133;8.646306785;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;189000000;Air
46325;12-30644610000;GASCADE Gastransport GmbH;Schönfließer Str.;15;15326;Lebus;Germany;52.4429385;14.47411146;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;189000000;Air
44419;06-05-700-0128330;Pfleiderer Gütersloh GmbH (Werk 2);Stadtring Nordhorn;61;33332;Gütersloh;Germany;51.91545493;8.400024698;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;189000000;Air
43935;06-05-100-0989193;Sasol-Huntsman GmbH & Co. KG;Römerstr.;733;47443;Moers;Germany;51.46969297;6.646744134;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;188000000;Air
74834;12305;EVH GmbH, Dieselstr.;Dieselstraße  141;-;6130;Halle (Saale);Germany;51.45910421;11.99288297;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;187000000;Air
45686;06-09-100-0212-0001;GSB Entsorgungsbetrieb Baar-Ebenhausen;Äusserer Ring;50;85107;Baar-Ebenhausen;Germany;48.6945723;11.47895727;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;187000000;Air
46001;06-09-600-0026-0001;Müllheizkraftwerk Würzburg;Gattinger Straße;31;97076;Würzburg;Germany;49.79269022;9.994592822;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;186000000;Air
44090;06-05-300-0420058;Evonik Degussa GmbH Werk Wesseling;Brühler Str.;2;50389;Wesseling;Germany;50.8340999;6.976286462;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;185000000;Air
74313;06-09-674-2071-0001;Palm Power GmbH & Co. KG;Industriestr.;23;97483;Eltmann;Germany;49.9840535;10.65297173;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;185000000;Air
44733;06-05-900-0877505;Aurubis AG;KUPFERSTRASSE;23;44532;Lünen;Germany;51.60659082;7.508034454;Umweltbundesamt;2.(e);Productiona and processing of metals;Installations:;- For the production of non-ferrous crude metals from ore, concentrates or secondary raw materials by metallurgical, chemical or electrolytic processes;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;184000000;Air
44958;06-01620010414;Dyckerhoff GmbH, Werksgruppe Süd, Werk Amöneburg;Biebricher Str.;74;65203;Wiesbaden, Stadt;Germany;50.03190956;8.257001754;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;183000000;Air
110066;18243;Linde Gas Produktionsgesellschaft mbH & Co. KG / TOTAL;Maienweg;1;6237;Leuna;Germany;51.29011003;11.99581754;Umweltbundesamt;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;183000000;Air
44512;06-05-900-0001413;R.D.M. Arnsberg GmbH;Hellefelderstr.;51;59821;Arnsberg;Germany;51.39113486;8.073864881;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;183000000;Air
43106;01-10-51011008963;Covestro Deutschland AG;Fährstr.;51;25541;Brunsbüttel;Germany;53.90196086;9.186596041;Umweltbundesamt;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;182000000;Air
44123;06-05-300-0890760;Schoellershammer GmbH & Co. KG;Kreuzauer Straße;18;52355;Düren;Germany;50.77651655;6.48949128;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;182000000;Air
43942;06-05-100-0990908;Oxea Produktion GmbH & Co. KG Werk Ruhrchemie;Otto-Roelen-Str.;3;46147;Oberhausen;Germany;51.52550274;6.798447932;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;181000000;Air
2497;06-08-4004094;Rheinkalk GmbH Kallkwerk Istein;Am Kehrenweg;10;79588;Efringen-Kirchen;Germany;47.66098899;7.543648761;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;181000000;Air
45027;06-76400010631;Papierfabrik A. Jass GmbH & Co.KG;Hermann-Muth-Straße;6;36039;Fulda;Germany;50.56751056;9.681619259;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;179000000;Air
143035;12-20603020000;1Heiz Energie GmbH Binnenhafen Eberswalde;Angermünder Straße;68;16225;Eberswalde;Germany;52.85126367;13.77847133;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;178000000;Air
45110;07-03-4081550;"Portlandzementwerk "" Wotan"",, H. Schneider KG";Unten im Hähnchen;1;54579;Üxheim;Germany;50.33399006;6.766828137;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;178000000;Air
110284;07-01-687494;IHKW                                     Industrieheizkraftwerk Andernach GmbH    c/o ThyssenKrupp Rasselstein GmbH;Koblenzer Str.;141;56626;Andernach;Germany;50.4320179;7.408163248;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;177000000;Air
45950;06-09-500-0112-0001;Heizkraftwerk Erlangen;Äußere Brucker Str.;33;91052;Erlangen;Germany;49.59251916;11.00209928;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;176000000;Air
46834;12045;Dow Olefinverbund GmbH, Werk Schkopau;Strasse;B 13;6258;Schkopau;Germany;51.39557455;11.94431816;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;- Basic plastic materials (polymers, synthetic fibres and cellulose-based fibres);WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;175000000;Air
3127;06-10-0020157;Energie SaarLorLux AG Heizkraftwerk Römerbrücke;Bismarckstraße;143;66121;Saarbrücken;Germany;49.22370388;7.014812649;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;175000000;Air
45177;07-05-8311920;GML Abfallwirtschaftsgesellschaft mbH;Bürgerm.-Grünzweig-Str.;87;67059;Ludwigshafen am Rhein;Germany;49.4846822;8.426356422;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;175000000;Air
43597;03-10-10102275040;EBE Holzheizkraftwerk GmbH;Neuerostrasse;8;49824;Emlichheim;Germany;52.61934124;6.873448264;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;174000000;Air
47045;16-77-11033000000;Biomassekraftwerk Bischofferode/Holungen;Schachtstraße;01. Mrz;37345;Sonnenstein;Germany;51.49007537;10.41296717;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;173000000;Air
43611;03-10-10285005160;Georgsmarienhütte GmbH;Neue Hüttenstraße;1;49124;Georgsmarienhütte;Germany;52.2091444;8.049501107;Umweltbundesamt;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;173000000;Air
44128;06-05-300-0907015;Pfeifer & Langen GmbH & Co. KG Werk Jülich;Dürener Straße;20;52428;Jülich;Germany;50.91661635;6.373121202;Umweltbundesamt;8.(b);Animal and vegetable products from the food and beverage sector;Treatment and processing intended for the production of food and beverage products from:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;172000000;Air
43246;06-02-B74539A003;VERA Klärschlammverbrennung GmbH;Köhlbranddeich;3;20457;Hamburg;Germany;53.53450441;9.942925565;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;172000000;Air
45374;06-08-34033281;EEW Energy from Waste Saarbrücken GmbH TREA Breisgau;Heitersheimer Straße;2;79427;Eschbach;Germany;47.89019999;7.616442196;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;170000000;Air
46097;06-09-772-0119-0001;Lech-Stahlwerke GmbH;Industriestr.;1;86405;Meitingen;Germany;48.51211887;10.85935053;Umweltbundesamt;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;169000000;Air
46160;06-09-779-0083-0A30;Märker Kalk GmbH;Oskar-Märker-Straße;24;86655;Harburg (Schwaben);Germany;48.77380131;10.69959166;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;169000000;Air
74683;14-70-80350580000;Thermische Abfallbehandlung Lauta GmbH & Co. oHG;Straße B Nr. 5;5;2991;Lauta;Germany;51.45043687;14.11209784;Umweltbundesamt;5.(a);Waste and waste water management;Installations for the recovery or disposal of hazardous waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;169000000;Air
45856;06-09-362-0035-0001;Walhalla Kalk GmbH & Co. KG;Donaustaufer Str.;207;93055;Regensburg;Germany;49.03406941;12.13386691;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;169000000;Air
43306;03-01-01244136460;Peiner Träger GmbH;Gerhard-Lucas-Meyer-Str.;10;31226;Peine;Germany;52.31635646;10.23818612;Umweltbundesamt;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;166000000;Air
43870;06-05-100-0382786;TRIMET Aluminium SE Niederlassung Voerde;Schleusenstr.;11;46562;Voerde;Germany;51.62553605;6.615408557;Umweltbundesamt;2.(e);Productiona and processing of metals;Installations:;- For the production of non-ferrous crude metals from ore, concentrates or secondary raw materials by metallurgical, chemical or electrolytic processes;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;166000000;Air
46316;12-30532000000;Stadtwerke Frankfurt (Oder) GmbH Stadtwerke Frankfurt (Oder) GmbH;Am Hohem Feld Nr.;4;15232;Frankfurt (Oder);Germany;52.31822154;14.53151664;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;165000000;Air
46338;12-40520430000;Heizkraftwerk Cottbus;Werner-von-Siemens-Straße;16;3052;Cottbus;Germany;51.75974598;14.3696347;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;163000000;Air
74833;12303;Heizkraftwerk Halle-Trotha;Brachwitzer Straße 21;-;6118;Halle (Saale);Germany;51.52362687;11.94330516;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;160000000;Air
45825;06-09-273-0317-0001;Kelheim Fibres GmbH;Regensburger Straße;109;93309;Kelheim;Germany;48.9060988;11.9032822;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;- Basic plastic materials (polymers, synthetic fibres and cellulose-based fibres);WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;160000000;Air
54392;06-02-B2A100H003;Nynas GmbH & Co. KG Raffinerie Harburg;Hohe-Schaar-Straße;34;21107;Hamburg;Germany;53.48659008;9.970242034;Umweltbundesamt;1.(a);Energy sector;Mineral oil and gas refineries;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;160000000;Air
73883;06-02-B2C100A009;Aurubis AG;HOVESTRASSE;50;20539;HAMBURG;Germany;53.51798533;10.03496985;Umweltbundesamt;2.(e);Productiona and processing of metals;Installations:;- For the production of non-ferrous crude metals from ore, concentrates or secondary raw materials by metallurgical, chemical or electrolytic processes;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;158000000;Air
44926;06-00464020412;Mainova, HKW Niederrad;Lyoner Str.;8;60528;Frankfurt am Main, St.;Germany;50.08570344;8.627828008;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;158000000;Air
110483;16725;Stadtwerke Leipzig GmbH Biomasseheizkraftwerk Piesteritz;Dessauer Straße;124;6886;Lutherstadt Wittenberg;Germany;51.87085333;12.56993658;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;158000000;Air
70818;06-05-300-0271861;Saint-Gobain Glass Deutschland GmbH;Poststr.;103;51143;Köln;Germany;50.87446993;7.06407569;Umweltbundesamt;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;157000000;Air
46845;12342;envia THERM Kraftwerk Bitterfeld;Parsevalstraße;3b;6749;Bitterfeld-Wolfen;Germany;51.62915061;12.30460862;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;156000000;Air
46947;16584;CIECH Soda Deutschland GmbH & Co. KG;An der Löderburger Bahn;4a;39418;Staßfurt;Germany;51.8897185;11.56454915;Umweltbundesamt;4.(b);Chemical industry;Chemical installations for the production on an industrial scale of basic inorganic chemicals, such as:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;155000000;Air
70297;03-09-09281734280;VYNOVA Wilhelmshaven GmbH;Inhausersieler Str.;25;26388;Wilhelmshaven;Germany;53.62630468;8.070422512;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;- Basic plastic materials (polymers, synthetic fibres and cellulose-based fibres);WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;155000000;Air
43804;06-05-100-0173542;Aluminium Norf GmbH;Koblenzer Str.;120;41468;Neuss;Germany;51.15048973;6.769715655;Umweltbundesamt;2.(e);Productiona and processing of metals;Installations:;- For the smelting, including the alloying, of non-ferrous metals, including recovered products (refining, foundry casting, etc.);WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;154000000;Air
44098;06-05-300-0535035;AVEA Entsorgungsbetriebe GmbH & Co. KG;IM EISHOLZ;3;51373;LEVERKUSEN;Germany;51.04231769;7.004202226;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;154000000;Air
46386;12-60510400000;B.E.S. Brandenburger Elektrostahlwerke GmbH;Woltersdorfer Str.;40;14770;Brandenburg a.d. Havel;Germany;52.40195019;12.49888566;Umweltbundesamt;2.(b);Productiona and processing of metals;Installations for the production of pig iron or steel (primary or secondary melting) including continuous casting;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;154000000;Air
45526;06-08-7024258;EEW MHKW Göppingen;Iltishofweg;40;73037;Göppingen;Germany;48.68215533;9.67147521;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;154000000;Air
43505;03-08-08271405180;Nordzucker AG Werk Uelzen;An der Zuckerfabrik;-;29525;Uelzen;Germany;52.97836737;10.55955387;Umweltbundesamt;8.(b);Animal and vegetable products from the food and beverage sector;Treatment and processing intended for the production of food and beverage products from:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;151000000;Air
44252;06-05-500-0109203;Calcis Lienen GmbH & Co.KG;Holperdorper Strasse;47;49536;Lienen;Germany;52.16274063;7.96905593;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;#NAME?;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;150000000;Air
2439;06-08-1371304;Heizkraftwerk Stuttgart-Gaisburg;Langwiesenweg;23;70327;Stuttgart;Germany;48.78274665;9.231241212;Umweltbundesamt;1.(c);Energy sector;Thermal power stations and other combustion installations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;150000000;Air
73702;16-62-09401231000;K+S KALI GmbH, Werk Werra, Standort Unterbreizbach;Schachtstraße;-;36414;Unterbreizbach;Germany;50.81218826;9.977292043;Umweltbundesamt;3.(a);Mineral industry;Underground mining and related operations;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;150000000;Air
110415;12-60632000000;EEW Energy from Waste Premnitz GmbH;Dr.-Herbert-Rein-Str.;1;14727;Premnitz;Germany;52.52769132;12.35903072;Umweltbundesamt;5.(b);Waste and waste water management;Installations for the incineration of non-hazardous waste in the scope of Directive 2000/76/EC of the European Parliament and of the Council of 4 December 2000 on the incineration of waste;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;149000000;Air
2504;06-08-4124448;Papierfabrik August Koehler SE;Hauptstrasse;02. Apr;77704;Oberkirch;Germany;48.52681204;8.086229012;Umweltbundesamt;6.(b);Paper and wood production processing;Industrial plants for the production of paper and board and other primary wood products;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;149000000;Air
2463;06-08-2486806;Märker Kalk GmbH;Weiherstraße;8;89134;Blaustein;Germany;48.41911381;9.902391591;Umweltbundesamt;3.(c);Mineral industry;Installations for the production of:;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;148000000;Air
300711;06-05-500-9981505;Rütgers Germany GmbH;Kekuléstr.;30;44579;Castrop-Rauxel;Germany;51.57448544;7.298344527;Umweltbundesamt;4.(a);Chemical industry;Chemical installations for the production on an industrial scale of basic organic chemicals, such as:;- Simple hydrocarbons (linear or cyclic, saturated or unsaturated, aliphatic or aromatic);WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;146000000;Air
74832;12184;EUROGLAS AG;Euroglas Straße;101;39171;Sülzetal;Germany;52.05757216;11.58077961;Umweltbundesamt;3.(e);Mineral industry;Installations for the manufacture of glass, including glass fibre;;WAHR;2017;Carbon dioxide (CO2);Greenhouse gases;143000000;Air
